the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.9521318443175 40.81010556710751),540,Location & Rental Space,The Hip Hop Culture Center in Harlem,http://www.gacny.com,2309 Frederick Douglass Blvd,2nd Floor,New York,NY,10027,(212) 926-9691,"Curtis Sherrod, Farrah Rios, Paul Christie",hiphopculturectr@aol.com,,yes,Manhattan,1,2309,FREDERICK DOUGLASS BOULEVARD
POINT (-74.0006674951315 40.730166734821495),541,Location & Rental Space,The Players Theater,http://www.theplayerstheatre.com,115 MacDougal Street,,New York,NY,10012,(212) 475-1449,,,,yes,Manhattan,1,115,MACDOUGAL STREET
POINT (-73.99219732852403 40.73730723348708),542,Location & Rental Space,The Soho Loft,http://www.thesoholoft.com,85 Fifth Avenue,7th Floor,New York,NY,10003,(646) 695-6441,Gillian Myerberg,gillian@thesoholoft.com,,yes,Manhattan,1,85,5 AVENUE
POINT (-73.98966944068131 40.757877264728215),543,Location & Rental Space,The Space,http://www.thespacenyc.net,300 West 43rd Street,Suite 402,New York,NY,10036,(212) 594-0140 x15,John Knauss,info@thespacenyc.net,,yes,Manhattan,1,300,WEST 43 STREET
POINT (-73.92926770274778 40.754846140534056),1003,"Music, Audio & Sound",Dreamhire LLC,http://www.dreamhire.com,36-36 33rd Street,Suite 102,Long Island City,NY,11106,(212) 691-5544,Chris Dunn,chris.dunn@dreamhire.com,,,Queens,4,36-36,33 STREET
POINT (-73.97965237285949 40.759160475821766),544,Location & Rental Space,Top of the Rock Observation Deck,http://www.topoftherocknyc.com,30 Rockefeller Plaza,,New York,NY,10112,(212) 698-200,Alexia Macintosh or Brooke Smy,amacinto@topoftherocknyc.com; bsmy@tishmanspeyer.com,,yes,Manhattan,1,30,ROCKEFELLER PLAZA
POINT (-74.00990623048716 40.71960722865117),546,Location & Rental Space,Tribeca Screening Room,http://www.tribecafilm.com,375 Greenwich Street,,New York,NY,10013,(212) 941-2000,Beth Kirch,contactus@tribecafilm.com,,yes,Manhattan,1,375,GREENWICH STREET
POINT (-73.98909249666454 40.73177464620227),547,Location & Rental Space,Webster Hall,http://www.websterhall.com,125 East 11th Street,,New York,NY,10003,(212) 353-1600,Hal Gould,Halgould@earthlink.net,,yes,Manhattan,1,125,EAST 11 STREET
POINT (-73.99740478985031 40.75576973940554),548,Location & Rental Space,West36 Lofts,http://www.west36nyc.com/,447 West 36 Sreet,,New York,NY,10018,(212) 239-0414,Daniel greenspan,talktous@sewtrue.com,,yes,Manhattan,1,447,WEST 36 STREET
POINT (-73.97238866652879 40.76176647074376),549,Location & Rental Space,World-Wide Business Centres,http://www.wwbcn.com,575 Madison Avenue,,New York,NY,10022,(212) 605-0205,Ed Bungert,ed@wwbcn.com,,yes,Manhattan,1,575,MADISON AVENUE
POINT (-73.99273283860977 40.769760197957936),550,Location & Rental Space,Terminal 5,http://www.eventsitenyc.com,610 West 56th Street,,New York,NY,10019,(212) 665-3832,Fred Seidler,fred@terminal5nyc.com,,,Manhattan,1,610,WEST 56 STREET
POINT (-73.8950982343021 40.8105902063591),960,"Moving, Storage & Trailers",Divine Moving & Storage Ltd,http://www.divinemoving.com,550 Barry Street,,Bronx,NY,10474,(212) 244-4011,David Cohen,david@divinemoving.com,,yes,Bronx,2,550,BARRY STREET
POINT (-73.98968224653842 40.74463386480586),551,Location & Rental Space,For Your Imagination,http://www.foryourimagination.com/studio,22 West 27th Street,6th Floor,New York,NY,10001,(866) 475-6908 x709,Paul Kontonis,paul@foryourimagination.com,,yes,Manhattan,1,22,WEST 27 STREET
POINT (-73.92443251708943 40.7553991446634),552,Location & Rental Space,The Aurora Gallery,http://www.theauroragallery.com,35-18 37th Street,2nd Floor,Long Island City,NY,11101,(347) 288-6870,Naeema Arrastia,theauroragallery@gmail.com,,yes,Queens,4,35-18,37 STREET
POINT (-73.9134912545474 40.72282494999651),554,Location & Rental Space,Clinton Diner,,56-26 Maspeth Avenue,,Maspeth,NY,11378,(718) 894-1566,Nick Diamantis,NYDiner@aol.com,,yes,Queens,4,56-26,MASPETH AVENUE
POINT (-74.07750767600761 40.642269522736555),555,Location & Rental Space,St. George Theatre / Richmond Dance Ensemble Inc.,http://www.stgeorgetheatre.com,35 Hyatt Street,,Staten Island,NY,10301,(718) 442-2900,Luanne Sorrentino,stgeorgethea@aol.com,,yes,Staten Island,5,35,HYATT STREET
POINT (-74.22421785833833 40.506170414801296),556,Location & Rental Space,The Original Butler Manor Historic House on Staten Island,http://spacesmsn.com/edwardkitka1963,485 Butler Boulevard,,Staten Island,NY,10309,(718) 948-6732,Elizabeth Cosgriff,edwardkitka@msn.com,,yes,Staten Island,5,485,BUTLER BOULEVARD
POINT (-73.98982206220987 40.70346800374263),557,Location & Rental Space,Dumbo Arts center,http://www.dumboartscenter.org/spacerental.html,30 Washington Street,,Brooklyn,NY,11201,(718) 694-0831,Amanda Friedman,gallery@dumboartscenter.org,,yes,Brooklyn,3,30,WASHINGTON STREET
POINT (-73.95836342495782 40.694897794745174),1004,Props,A&S Chair Rental,http://www.aschairrental.com,132 Franklin Avenue,,Brooklyn,NY,11205,(718) 387-3494,Lea Klein,lea@aschairrental.com,,,Brooklyn,3,132,FRANKLIN AVENUE
POINT (-74.00699751148655 40.70783107645584),1005,Hotels,Gild Hall - A Thompson Hotel,http://www.thompsonhotels.com,15 Gold Street,,New York,NY,10038,(212) 232-7700,Robin A. Kennovin,rkennovin@thompsonhotels.com,,yes,Manhattan,1,15,GOLD STREET
POINT (-73.98317200180452 40.76750964589075),1006,Hotels,6 Columbus - A Thompson Hotel,http://www.thompsonhotels.com,6 Columbus Circle,,New York,NY,10019,(212) 204-3000,Lisa Caceres,lcaceres@thompsonhotels.com,,yes,Manhattan,1,6,COLUMBUS CIRCLE
POINT (-74.00480255436761 40.72270568689627),1007,Hotels,The James New York,http://www.jameshotels.com,27 Grand Street,,New York,NY,10013,(212) 465-2000,Heather Balcom,hbalcom@jameshotels.com,,yes,Manhattan,1,27,GRAND STREET
POINT (-73.95694612109982 40.72242121785396),558,Manufacturing & Supplies,Star Poly Bag Inc.,http://www.starpoly.com,94 North 13th Street,,Brooklyn,NY,11211,(718) 384-3130,Rachel Posen and Chaya Greenfeld,rachel@starpoly.com,,,Brooklyn,3,94,NORTH 13 STREET
POINT (-74.00785812324274 40.72774833819074),559,Manufacturing & Supplies,Atlas Materials & Packaging of NY,http://www.atlasmaterials.com,116 King Street,,New York,NY,11231,(718) 875-1162,John Cioffi,jc@atlasmaterials.com,,,Manhattan,1,116,KING STREET
POINT (-74.006327599953 40.752418745124075),560,Manufacturing & Supplies,"Pathe Shipping Supplies Company, Inc.",http://www.pathesupplies.com,646 West 28th Street,,New York,NY,10001,(212) 239-2380,Barry Albalah,sales@pathesupplies.com,,,Manhattan,1,646,WEST 28 STREET
POINT (-73.92848427653092 40.61909914678311),561,Marine & Water Services,Fish NYC Inc.,http://www.fishnyc.com,4809 Avenue N,Suite 369,Brooklyn,NY,11234,(718) 629-3615,Roberta Jackson,roberta@fishnyc.com,,yes,Brooklyn,3,4809,AVENUE N
POINT (-74.01674885442567 40.67324731344022),562,Marine & Water Services,New York Water Taxi,http://www.nywatertaxi.com,499 Van Brunt Street,Section 8B,Brooklyn,NY,11231,(212) 742-1969,Xaiver Cobos,xaiver.cobos@nywater.com,,yes,Brooklyn,3,499,VAN BRUNT STREET
POINT (-74.00246339098352 40.704980792168286),563,Marine & Water Services,"Circle Line Harbor Cruises, LLC",http://www.circlelinedowntown.com,Pier 16,@ South Street,New York,NY,10004,(212) 809-0808,Kim Wright,Kwright@circlelineferry.com,,yes,Manhattan,1,,PIER 16
POINT (-74.0085462414554 40.748073180643935),564,Marine & Water Services,Classic Harbor Line,http://www.sail-nyc.com,Pier 62,Chelsea Piers,New York,NY,10011,(646) 336-5270,Capt. Sarah Greer,sarah.g@scaranoboat.com,,yes,Manhattan,1,,PIER 62
POINT (-74.00047994125492 40.73929853121555),573,Medical Services,Better Hearing & Vision,http://economybestvisionandhearing.blogspot.com,223 West 14th Street,,New York,NY,10011,(212) 243-4884,Edward Kent,no email,,,Manhattan,1,223,WEST 14 STREET
POINT (-74.00834376160171 40.716280703544925),574,Medical Services,DisRespectacles,http://www.disrespectacles.com,117 West Broadway,,New York,NY,10013,,Tim Fabozzi,adelphi88@aol.com,,yes,Manhattan,1,117,WEST BROADWAY
POINT (-74.0036190815834 40.73333961571423),575,Medical Services,DisRespectacles,http://www.disrespectacles.com,82 Christopher Street,,New York,NY,10014,(212) 741-9550,Tim Fabozzi,adelphi88@aol.com,,yes,Manhattan,1,82,CHRISTOPHER STREET
POINT (-73.96801611020327 40.764043475563476),576,Medical Services,Dr. Carmen Schuller,http://www.carmenschullerdds.com/,115 East 61st Street,,New York,NY,10021,(212) 826-6115,Carmen Schuller/Diana Santiago,cschuller@mindspring.com; wellness@carmenschullerdds.com,,,Manhattan,1,115,EAST 61 STREET
POINT (-73.9672508719168 40.76391151348033),577,Medical Services,Dr. Joseph Y. Bistricer,http://www.drjoeatsterlingeyes.com,794 Lexington Avenue,,New York,NY,10021,(212) 755-8927,Elizabeth,drbistricer@aol.com,,,Manhattan,1,794,LEXINGTON AVENUE
POINT (-73.97727583491141 40.75264126129024),578,Medical Services,Grand Central Optical,http://grandcentraloptical.com,Grand Central Terminal,and 369 Madison,New York,NY,10017,(212) 599-1220,Scott Stein,goptical@aol.com,,,Manhattan,1,,GRAND CENTRAL TERMINAL
POINT (-73.98530186189231 40.74109266184714),580,Medical Services,Park Avenue Laser Vision,http://www.iwant2020.com,333 Park Avenue South,,New York,NY,10010,(212) 741-2390,Missy,dr@iwant2020.com,,yes,Manhattan,1,333,PARK AVENUE SOUTH
POINT (-73.97399732242616 40.783623198793734),581,Medical Services,Royal Opticians Inc.,,453 Columbus Avenue,,New York,NY,10024,(212) 873-4499 / or Direct: (212) 935-2750,Dr. Andrew Fisher,sales@royalopticiansny.com,,,Manhattan,1,453,COLUMBUS AVENUE
POINT (-73.96468911739227 40.7751065507196),582,Medical Services,Travelers Medical Center/Urgent Care Center,http://www.productionshootdoctor.com,952 Fifth Avenue,Suite 1D,New York,NY,10021,(212) 737-1212,"Ronald A. Primas, M.D.",nyhums@pol.net,,yes,Manhattan,1,952,FIFTH AVENUE
POINT (-73.75346952760844 40.614256752171656),583,Medical Services,First Response Ambulance,,455 Bayview Avenue,,Inwood,NY,11096,(516) 239-1032 x102,Cindee Hirchler,cindee@firstresponseamb.com,,,New York State,6,455,BAYVIEW AVENUE
POINT (-73.75290513106313 40.61201577899458),584,Medical Services,"Hunter Ambulance, Inc.",http://www.hunterambulance.com,28 Sheridan Blvd.,,Inwood,NY,11096,(718) 372-0700,Wayne Rosner,dan@hunterambulance.com,,,New York State,6,28,SHERIDAN BOULVARD
POINT (-73.86255595743319 40.720261211376396),585,Medical Services,Acupuncture Health Services,http://www.moxamia.com,86-15A 65th Drive,,Rego Park,NY,11374,(718) 482-1927,"Rosemarie A. Caligiuri, L. Ac",info@moxamia.com,,,Queens,4,86-15A,65 DRIVE
POINT (-73.90914380422653 40.804996472924806),586,"Moving, Storage & Trailers",All Around Moving Services Company,http://www.allaroundmoving.com,802 East 140th Street,,Bronx,NY,10454,(212) 781-4118,Smadar Dayan,info@allaroundmoving.com,,,Bronx,2,802,EAST 140 STREET
POINT (-73.97018584139063 40.6426980069462),587,"Moving, Storage & Trailers","Dahill Moving & Storage Co., Inc.",http://www.dahillmoving.com,600 Coney Island Avenue,,Brooklyn,NY,11218,(800) 765-0905,Bruce D. Keeler,b_keeler@dahillmoving.com,,,Brooklyn,3,600,CONEY ISLAND AVENUE
POINT (-73.5692434836032 40.65034639480766),588,"Moving, Storage & Trailers",DB Schenker,http://www.dbschenkerusa.com,150 Albany Avenue,,Freeport,NY,11520,(516) 377-3138,Adrian Lopez,adrian.lopez@dbschenker.com,,,Long Island,6,150,ALBANY AVENUE
POINT (-74.00683151403516 40.75247950121662),589,"Moving, Storage & Trailers",Chelsea Mini Storage,http://www.chelsea-mini-storage.com,224 12th Avenue,,New york,NY,10001,(212) 564-7735,Stephen Mallon,smallon@chelsea-mini-storage.com,,,Manhattan,1,224,12 AVENUE
POINT (-73.99212233735851 40.75353424092988),590,"Moving, Storage & Trailers",Manhattan Mini Storage,http://www.manhattanministorage.com,520 Eighth Avenue,19th Floor,New York,NY,10018,(800) STORAGE,Lenny Lazzarino,lennyl@edprop.com,,,Manhattan,1,520,8 AVENUE
POINT (-74.00578892057372 40.75218885068989),591,"Moving, Storage & Trailers",Moves LLC,http://www.movesllc.com,626 West 28th Street,,New York,NY,10001,(212) 695-0200,Chris Pachios,cpachios@movesllc.com,,,Manhattan,1,626,WEST 28 STREET
POINT (-73.12155415071526 40.79473248491829),592,"Moving, Storage & Trailers",Cassone Trailer and Container Company,http://www.cassone.com,1950 Lakeland Avenue,,Ronkonkoma,NY,11779,(631) 585-7800 / (800) 640-8844,Mary Bricher,mary@cassone.com,,,New York State,6,1950,LAKELAND AVENUE
POINT (-73.94355702156568 40.74496084554382),593,"Moving, Storage & Trailers",Citiwide Self Storage,http://www.citiwideselfstorage.com,45-55 Pearson Street,,Long Island City,NY,11101,(718) 482-0300,Zam Khan,citiwidemgr@amdmgmt.com,,yes,Queens,4,45-55,PEARSON STREET
POINT (-73.90135413806236 40.7331492047139),594,"Moving, Storage & Trailers",CRS-Corporate Relocation Systems Inc.,http://www.crsmove.com,64-54 Maurice Avenue,,Maspeth,NY,11378,(718) 424-6000,Michael Varoukas,Mvaroukas@verizon.net,,,Queens,4,64-54,MAURICE AVENUE
POINT (-73.91975017674326 40.831029779735104),595,"Museums, Galleries & Tours",Bronx Museum of the Arts,http://www.bronxmuseum.org,1040 Grand Concourse,,Bronx,NY,10456,(718) 681-6000,S. Solomon,ssolomon@bronxmuseum.org,,,Bronx,2,1040,GRAND CONCOURSE
POINT (-73.91684013346224 40.87819269639538),596,"Museums, Galleries & Tours",SusanSez NYC Walkabouts,http://www.susansez.com,555 Kappock Street,,Bronx,NY,10463,(917) 509-3111,Susan Birnbaum,susan.birnbaum2@verizon.net,,,Bronx,2,555,KAPPOCK STREET
POINT (-73.99240540411402 40.6948029751913),597,"Museums, Galleries & Tours",Brooklyn Historical Society,http://www.brooklynhistory.org,128 Pierrepont Street,,Brooklyn,NY,11201,"(718) 222-4111, ext. 226",Allison Auldridge,www.brooklynhistory.org,,yes,Brooklyn,3,128,PIERREPONT STREET
POINT (-73.96428395749722 40.769833782508975),598,"Museums, Galleries & Tours",Asia Society and Museum,http://www.asiasociety.org,725 Park Avenue,,New York,NY,10021,(212) 288-6400,Austin Rogers,arogers@asiasociety.org,,yes,Manhattan,1,725,PARK AVENUE
POINT (-73.95136760164189 40.793098921368916),599,"Museums, Galleries & Tours",El Museo del Barrio,http://www.elmuseo.org,1230 5th Avenue,,New York,NY,10029,(212) 831-7272,Mariana Salem - Rentals manager,Msalem@elmuseo.org,,yes,Manhattan,1,1230,5 AVENUE
POINT (-73.94638626237246 40.8034168897202),600,"Museums, Galleries & Tours",Casa Frela Gallery,http://www.casafrela.com,47 West 119th Street,,New York,NY,10026,(212) 722-8577,Lawrence Rodriguez,casafrela@runbox.com,,yes,Manhattan,1,47,WEST 119 STREET
POINT (-73.99883836055984 40.72074946899544),601,"Museums, Galleries & Tours",Childrens Museum of the Arts,http://www.cmany.org,182 Lafayette Street,,New York,NY,10013,(212) 274-0986,"Anna Abdon-Grady, Assistant Director",aabdon-grady@cmany.org,,yes,Manhattan,1,182,LAFAYETTE STREET
POINT (-73.96279640900268 40.76360549414068),602,"Museums, Galleries & Tours",Enthusiastic Gourmet,http://www.enthusiasticgourmet.com,245 East 63rd Street,Apt 21D,New York,NY,10021,(646) 209-4724,Susan Rosenbaum,info@enthusiasticgourmet.com,,,Manhattan,1,245,EAST 63 STREET
POINT (-73.99850205893158 40.75624185440448),603,"Museums, Galleries & Tours",Exit Art,http://www.exitart.org,475 Tenth Avenue,,New York,NY,10018,(212) 966-7745,Toby Kress,toby@exitart.org,,,Manhattan,1,475,TENTH AVENUE
POINT (-73.98774067482363 40.74463641985447),604,"Museums, Galleries & Tours","Family in New York, Inc.",http://www.familyinnewyork.com,244 Fifth Avenue,R289,New York,NY,10001,(646) 717-4700,Scott Piedmonte,scott@familyinnewyork.com,,,Manhattan,1,244,FIFTH AVENUE
POINT (-73.97852560064895 40.759731945557945),605,"Museums, Galleries & Tours",FDNY Fire Zone,http://www.fdnyfirezone.org,34 West 51st Street,,New York,NY,10020,(212) 698-4520,Ada T. Terry,terry@fdnyfirezone.org,,yes,Manhattan,1,34,WEST 51 STREET
POINT (-73.99031350771106 40.721805799459794),606,"Museums, Galleries & Tours",FusionArts Museum,http://www.artnet.com/fusionartsmuseum.html,57 Stanton Street,,New York,NY,10002,(212) 995-5290,Deborah Fries,deborah54@aol.com,,yes,Manhattan,1,57,STANTON STREET
POINT (-73.96226719560957 40.799295112580936),607,"Museums, Galleries & Tours",Harlem Hip Hop Tours,http://www.harlemhiphoptours.com,69 West 106th Street,#5B,New York,NY,10025,(212) 769-9047,Shannon White,shannon@h3tours.com,,yes,Manhattan,1,69,WEST 106 STREET
POINT (-73.99708422908932 40.740196028523556),609,"Museums, Galleries & Tours",Joyce Gold History Tours of NY,http://www.nyctours.com,141 West 17th Street,,New York,NY,10011,(212) 242-5762,Joyce Gold,nyctours@aol.com,,yes,Manhattan,1,141,WEST 17 STREET
POINT (-73.98881837641585 40.756387889415976),610,"Museums, Galleries & Tours",Madame Tussauds New York,http://www.nycwax.com,234 West 42nd Street,,New York,NY,10036,(212) 512-9600,Rosemary Preta,rosemary.preta@madametussaudsny.com,,,Manhattan,1,234,WEST 42 STREET
POINT (-73.95972984587448 40.760549564698216),611,"Museums, Galleries & Tours",Mount Vernon Hotel Museum & Garden,http://www.nvhm.org,421 East 61st Street,,New York,NY,10065,(212) 838-6878,Amanda Wheeler,a.wheeler@mvhm.org,,,Manhattan,1,421,EAST 61 STREET
POINT (-74.01284722659778 40.70541651919641),612,"Museums, Galleries & Tours",Museum of American Finance,http://www.financialhistory.org,28 Broadway,,New York,NY,10004,(212) 908-4110,Patricia Robin,probin@financialhistory.org,,,Manhattan,1,28,BROADWAY
POINT (-74.0185857170478 40.70598664679101),613,"Museums, Galleries & Tours",Museum of Jewish Heritage,http://www.mjhnyc.org,36 Battery Place,,New York,NY,10280,(646) 437-4200,,,,yes,Manhattan,1,36,BATTERY PLACE
POINT (-73.9766592311588 40.76126512732047),614,"Museums, Galleries & Tours",Museum of Modern Art,http://www.moma.org,11 West 53rd Street,,New York,NY,10019,(212) 708-9400,Peter Foley,Peter_foley@moma.org,,yes,Manhattan,1,11,WEST 53 STREET
POINT (-73.85180603370898 40.91945529259003),753,Production Company,Westchester HD,http://www.Westchesterhd.com,168 Vernon Avenue,,Yonkers,NY,10704,(914) 237-5794 ext 211,shawn Waugh,info@westchesterhd.com,,,New York State,6,168,VERNON AVENUE
POINT (-73.9010088569205 40.77657566250834),754,Production Company,hscusa.tv,http://www.hscusa.tv,19-69 Steinway Street,,Astoria,NY,11105,(718) 626-6226,Lisa Diebner,lisa@hscusa.tv,,yes,Queens,4,19-69,STEINWAY STREET
POINT (-73.74125987363614 40.67358339982542),755,Production Company,Frontin Big Willies Entertainment,http://www.fbwent.com,135 26 Francis Lewis Boulevard,,Laurelton,NY,11413,(917) 751-6304,Tim Stacker,ptstacker@msn.com,,,Queens,4,135-26,FRANCIS LEWIS BOULEVARD
POINT (-73.88392277785238 40.82630581951636),757,Props,American Christmas,http://www.americanxmas.com,1135 Bronx River Avenue,,Bronx,NY,10472,(718) 402-9700,Robert Soloff,rsoloff@americanxmas.com,,,Bronx,2,1135,BRONX RIVER AVENUE
POINT (-73.86328996438273 40.86365791791469),758,Props,C&C Amusements Inc.,http://www.ccamusements.com,2516 Barnes Avenue,,Bronx,NY,10467,(718) 515-6753,John Elio,Det34squad@aol.com,,,Bronx,2,2516,BARNES AVENUE
POINT (-73.93593101086056 40.72289451845361),759,Props,Bridge Furniture & Props,http://www.bridgeprops.com,126 Lombardy Street,2nd Floor,Brooklyn,NY,11222,(718) 916-9706,Matt Hennessy,matt@bridgeprops.com,,,Brooklyn,3,126,LOMBARDY STREET
POINT (-73.98751821841564 40.67994510470075),760,Props,"Jauchem and Meeh, Inc.",http://www.jmfx.net,524 Sackett Street,,Brooklyn,NY,11217,(718) 875-0140,Bohdan Bushell,bohdan@jmfx.net,,yes,Brooklyn,3,524,SACKETT STREET
POINT (-74.01675266428927 40.67405976555061),761,Props,Jerard Studio Inc,http://www.jerardstudio.com/,481 Van Brunt Street,11D,Brooklyn,NY,11231,(718) 852-4128,Mary T. Creede,mary@jerardstudio.com,,,Brooklyn,3,481,VAN BRUNT STREET
POINT (-73.98608078376954 40.6919121427314),762,Props,New York Furniture & Home,http://www.ny-furniture.com,135 Lawrence Street,,Brooklyn,NY,11201,(718) 522-3004,,,,,Brooklyn,3,135,LAWRENCE STREET
